N,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,NFloor,New,Price,Tel,Totsp,Walk,rooms
998,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
999,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1000,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1001,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1002,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1003,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1004,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1005,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1006,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1007,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1008,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1009,0,1,5.104209592794656,1,2,,149776445,85.2,6.0,12,1,17730701,,85.2,1,2.0
1010,0,,5.207217692136343,1,2,15.4,148288210,,6.0,,1,20328627,,73.6,1,2.0
1011,0,,5.7764782436499535,1,2,16.0,148570300,67.0,7.0,6,0,22000000,1,104.0,1,4.0
1012,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1013,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1014,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1015,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1016,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1017,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1018,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1019,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1020,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1021,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1022,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1023,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1024,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1025,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1026,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1027,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1028,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1029,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1030,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1031,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1032,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1033,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1034,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1035,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1036,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1037,1,,7.873101415506632,1,46,15.0,149968205,75.0,13.0,57,0,165714640,1,206.0,1,3.0
1038,1,1,13.063624988611618,1,12,12.0,137914098,95.0,5.0,25,0,23397000,1,141.8,0,3.0
1039,0,1,4.318069095247485,1,1,,150150275,16.7,15.0,7,1,9380725,,36.4,1,1.0
1040,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1041,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1042,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1043,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1044,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1045,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1046,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1047,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1048,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1049,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1050,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1051,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1052,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1053,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1054,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1055,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1056,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1057,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1058,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1059,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1060,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1061,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1062,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1063,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1064,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1065,0,1,7.457537917153005,1,27,20.0,149421149,60.0,12.0,32,0,28990000,1,87.0,1,2.0
1066,1,0,9.674890466307854,1,7,10.0,150341074,20.0,10.0,14,0,6800000,1,35.5,1,1.0
1067,0,,4.9019091566622235,1,13,13.0,150767425,40.0,2.0,37,0,22000000,1,67.7,1,2.0
1068,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1069,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1070,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1071,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1072,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1073,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1074,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1075,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1076,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1077,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1078,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1079,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1080,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1081,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1082,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1083,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1084,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1085,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1086,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1087,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1088,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1089,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1090,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1091,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1092,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1093,1,1,4.278075475787793,1,3,8.2,148764266,54.0,15.0,8,0,19050000,,83.0,1,4.0
1094,0,1,4.3153668221341706,1,1,,150145503,14.1,8.0,7,1,9097475,,35.3,1,1.0
1095,1,1,14.95945985428677,1,5,14.0,17992816,26.0,15.0,16,0,10500000,1,48.8,1,1.0
1096,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1097,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1098,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1099,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1100,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1101,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1102,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1103,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1104,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1105,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1106,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1107,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1108,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1109,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1110,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1111,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1112,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1113,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1114,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1115,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1116,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1117,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1118,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1119,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1120,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1121,1,1,7.14835064274147,1,8,5.0,50633351,21.7,15.0,13,1,5202080,,31.7,1,1.0
1122,1,1,7.082952488830388,1,9,7.5,150605832,34.0,11.0,20,0,18300000,,54.0,1,2.0
1123,0,1,4.318069095247485,1,1,,150150275,16.7,15.0,7,1,9380725,,36.4,1,1.0
1124,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1125,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1126,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1127,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1128,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1129,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1130,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1131,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1132,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1133,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1134,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1135,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1136,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1137,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1138,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1139,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1140,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1141,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1142,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1143,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1144,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1145,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1146,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1147,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1148,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1149,1,1,14.029882730434098,1,17,14.9,148100870,83.5,10.0,18,0,27950000,1,139.0,0,3.0
1150,1,1,13.063624988611618,1,21,12.0,145105143,25.0,,25,0,9900000,,55.0,,1.0
1151,0,,7.3805402106341615,1,24,,150201431,70.0,15.0,25,0,32000000,0,85.0,0,2.0
1152,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1153,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1154,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1155,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1156,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1157,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1158,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1159,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1160,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1161,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1162,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1163,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1164,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1165,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1166,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1167,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1168,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1169,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1170,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1171,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1172,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1173,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1174,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1175,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1176,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1177,0,1,11.938877152840067,1,2,10.5,150600563,9.4,14.0,22,1,6415968,,31.8,1,1.0
1178,1,0,9.674890466307854,1,7,10.0,150341074,20.0,10.0,14,0,6800000,1,35.5,1,1.0
1179,0,1,4.318069095247485,1,2,,150150401,7.9,15.0,7,1,9766295,,35.4,1,1.0
1180,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1181,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1182,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1183,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1184,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1185,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1186,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1187,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1188,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1189,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1190,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1191,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1192,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1193,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1194,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1195,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1196,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1197,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1198,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1199,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1200,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1201,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1202,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1203,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1204,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1205,1,0,7.576991808071759,1,7,6.0,150505429,31.0,14.0,9,0,7950000,1,47.0,1,2.0
1206,0,1,7.327062427327002,1,7,,149670546,44.0,20.0,30,0,15400000,,55.0,1,1.0
1207,1,1,13.063624988611618,1,21,11.0,145103152,38.0,,25,0,17500000,,87.0,,2.0
1208,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1209,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1210,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1211,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1212,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1213,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1214,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1215,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1216,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1217,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1218,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1219,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1220,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1221,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1222,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1223,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1224,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1225,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1226,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1227,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1228,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1229,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1230,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1231,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1232,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1233,0,1,5.03370189913495,1,24,16.0,150776498,50.0,1.0,43,0,17500000,0,74.8,1,2.0
1234,1,0,13.204381502068543,1,4,5.6,150392550,34.0,15.0,5,0,8350000,1,45.1,1,2.0
1235,1,0,8.286626272943664,1,5,6.0,149513879,20.0,5.0,5,0,5300000,1,32.0,1,1.0
1236,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1237,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1238,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1239,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
1240,1,1,15.80304849489121,1,2,,149893431,,20.0,17,1,3568278,,29.4,1,1.0
1241,0,0,14.482574144949771,1,2,7.0,150404146,19.0,15.0,9,0,3600000,,33.0,1,1.0
1242,1,0,20.365642971615273,1,17,10.0,150942642,17.9,9.0,17,1,3913000,,41.6,0,1.0
1243,0,1,15.669220432058808,1,1,5.0,150784093,17.0,15.0,5,0,3950000,0,26.0,0,1.0
1244,1,1,15.80304849489121,1,11,,149893413,,20.0,17,1,3972297,,30.1,1,1.0
1245,0,0,8.664127733764637,1,1,3.0,150486088,14.0,15.0,12,0,4000000,,20.0,1,1.0
1246,0,1,12.820360739695795,1,4,,148984143,29.8,10.0,8,0,4023689,0,29.8,0,1.0
1247,1,0,20.365642971615273,1,8,9.3,150942432,18.1,9.0,17,1,4218000,,40.8,0,1.0
1248,1,0,20.365642971615273,1,13,9.3,150942381,18.1,9.0,17,1,4238000,,41.0,0,1.0
1249,1,0,20.365642971615273,1,10,9.3,150942570,18.1,9.0,17,1,4249000,,41.1,0,1.0
1250,1,0,20.365642971615273,1,13,9.4,150942437,18.0,9.0,17,1,4259000,,41.2,0,1.0
1251,1,0,20.365642971615273,1,6,9.5,150942393,18.0,9.0,17,1,4269000,,41.3,0,1.0
1252,1,0,20.365642971615273,1,5,9.5,150942726,18.0,9.0,17,1,4269000,,41.3,0,1.0
1253,1,0,20.365642971615273,1,9,10.0,150942644,17.9,9.0,17,1,4280000,,41.4,0,1.0
1254,1,0,15.48333007832627,1,4,7.0,147362030,18.3,,5,0,4300000,1,32.1,,1.0
1255,1,0,20.365642971615273,1,5,10.0,150942503,18.1,9.0,17,1,4342000,,42.0,0,1.0
1256,0,1,11.798371147736795,1,5,,150801331,14.0,10.0,5,0,4350000,,18.0,0,1.0
1257,0,,11.020745315912734,1,1,5.6,148704993,18.9,,5,0,4400000,1,33.4,,1.0
1258,0,1,12.47289406581004,1,16,,150996181,15.0,5.0,26,1,4400000,,27.4,1,1.0
1259,0,0,16.531296677933334,1,1,6.0,150180566,20.0,,5,0,4450000,1,33.0,,1.0
1260,0,1,12.820360739695795,1,4,,149918725,33.1,10.0,8,0,4469265,0,33.1,0,1.0
1261,1,1,15.093539912661118,1,18,16.0,150021779,18.0,15.0,33,0,9500000,,46.0,1,1.0
1262,1,0,14.447513793548653,1,7,6.0,151039163,32.0,7.0,9,0,7000000,,44.3,0,2.0
1263,1,0,10.45319356018513,1,4,7.8,150445675,22.9,,12,0,5990000,0,37.2,,2.0
1264,1,,16.004123956496375,1,5,,150873864,,,9,1,2987010,,25.5,,1.0
1265,1,,16.004123956496375,1,3,,150873858,,,9,1,3065900,,26.7,,1.0
1266,1,1,15.80304849489121,1,2,,149893448,,20.0,17,1,3337675,,27.5,1,1.0
1267,1,1,15.80304849489121,1,9,,149893443,,20.0,17,1,3541632,,27.6,1,1.0
